Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres
LIFESTYLE,3.1,10006,53M,"1,000,000+",Free,0,Everyone,Lifestyle
FAMILY,,0,15M,10+,Free,0,Everyone,Educational;Education
LIFESTYLE,,0,3.1M,50+,Free,0,Everyone,Lifestyle
PERSONALIZATION,4.2,89342,29M,"10,000,000+",Free,0,Everyone,Personalization
FAMILY,4.1,11179,19M,"1,000,000+",Free,0,Teen,Role Playing
FAMILY,4.6,117,13M,"10,000+",Free,0,Everyone,Education
GAME,4.2,1485806,33M,"100,000,000+",Free,0,Everyone,Action
SHOPPING,3.4,620,40M,"100,000+",Free,0,Everyone,Shopping
TOOLS,4.3,36,12M,"5,000+",Free,0,Everyone,Tools
PERSONALIZATION,4.6,6702776,17M,"100,000,000+",Free,0,Teen,Personalization
ENTERTAINMENT,4.6,243747,Varies with device,"10,000,000+",Free,0,Teen,Entertainment
FINANCE,4.6,3596,19M,"100,000+",Free,0,Everyone,Finance
FAMILY,4.0,68559,75M,"5,000,000+",Free,0,Everyone,Board;Action & Adventure
SHOPPING,4.0,41986,26M,"5,000,000+",Free,0,Teen,Shopping
GAME,4.4,3017,39M,"500,000+",Free,0,Mature 17+,Adventure
FAMILY,4.2,128,41M,"10,000+",Free,0,Everyone 10+,Strategy
PRODUCTIVITY,3.7,10490,5.8M,"1,000,000+",Free,0,Everyone,Productivity
MAPS_AND_NAVIGATION,3.3,555,31M,"50,000+",Free,0,Everyone,Maps & Navigation
FOOD_AND_DRINK,4.3,28009,17M,"5,000,000+",Free,0,Everyone,Food & Drink
TOOLS,3.5,1960,2.7M,"1,000,000+",Free,0,Everyone,Tools
LIFESTYLE,4.0,2789775,68M,"100,000,000+",Free,0,Mature 17+,Lifestyle
PHOTOGRAPHY,4.6,1451000,Varies with device,"50,000,000+",Free,0,Everyone,Photography
FAMILY,4.8,55,1.5M,"1,000+",Free,0,Everyone,Education
TOOLS,3.2,148,9.2M,"50,000+",Free,0,Everyone,Tools
MEDICAL,4.6,2006,69M,"50,000+",Free,0,Everyone,Medical
LIFESTYLE,5.0,14,2.6M,100+,Free,0,Everyone,Lifestyle
GAME,3.9,7972,88M,"500,000+",Free,0,Teen,Action
LIFESTYLE,2.7,135,6.5M,"10,000+",Free,0,Everyone,Lifestyle
ART_AND_DESIGN,4.4,167,5.6M,"50,000+",Free,0,Everyone,Art & Design
PHOTOGRAPHY,4.0,29707,18M,"1,000,000+",Free,0,Everyone,Photography
SOCIAL,4.3,1064049,Varies with device,"50,000,000+",Free,0,Mature 17+,Social
SPORTS,3.0,26,15M,"1,000+",Free,0,Everyone,Sports
VIDEO_PLAYERS,3.5,54,186k,"10,000+",Free,0,Everyone,Video Players & Editors
GAME,4.7,990491,75M,"10,000,000+",Free,0,Everyone,Action
FINANCE,4.4,135952,Varies with device,"5,000,000+",Free,0,Everyone,Finance
ENTERTAINMENT,4.4,37000,15M,"1,000,000+",Free,0,Mature 17+,Entertainment
TOOLS,4.6,16771865,Varies with device,"100,000,000+",Free,0,Everyone,Tools
HOUSE_AND_HOME,,12,5.1M,"5,000+",Free,0,Everyone,House & Home
HEALTH_AND_FITNESS,4.4,69395,Varies with device,"10,000,000+",Free,0,Everyone,Health & Fitness
MEDICAL,4.6,129,2.9M,"10,000+",Paid,$5.49,Everyone,Medical
MEDICAL,,0,3.2M,0+,Paid,$200.00,Everyone,Medical
WEATHER,4.4,279917,Varies with device,"10,000,000+",Free,0,Everyone,Weather
MEDICAL,4.2,33,53M,"1,000+",Paid,$3.99,Everyone,Medical
FAMILY,4.2,91,3.8M,"10,000+",Free,0,Everyone,Entertainment
BUSINESS,4.3,29331,20M,"5,000,000+",Free,0,Everyone,Business
TOOLS,4.0,5,1.6M,500+,Free,0,Everyone,Tools
PERSONALIZATION,4.8,440,920k,"500,000+",Free,0,Everyone,Personalization
SPORTS,4.9,10,14M,500+,Free,0,Everyone,Sports
FAMILY,4.3,64884,37M,"5,000,000+",Free,0,Everyone,Simulation
FAMILY,4.4,36268,41M,"1,000,000+",Free,0,Teen,Entertainment
FAMILY,4.6,45771,28M,"1,000,000+",Free,0,Mature 17+,Entertainment
PHOTOGRAPHY,4.5,12,2.0M,"1,000+",Free,0,Teen,Photography
LIFESTYLE,4.7,20304,24M,"500,000+",Free,0,Everyone,Lifestyle
COMMUNICATION,4.3,4604483,Varies with device,"1,000,000,000+",Free,0,Everyone,Communication
MEDICAL,,0,16M,10+,Free,0,Everyone,Medical
PRODUCTIVITY,,0,30M,10+,Free,0,Everyone,Productivity
BOOKS_AND_REFERENCE,4.3,17506,17M,"1,000,000+",Free,0,Everyone,Books & Reference
FAMILY,4.2,109,30M,"10,000+",Free,0,Everyone,Education
TRAVEL_AND_LOCAL,,1,87M,10+,Paid,$1.49,Everyone,Travel & Local
LIFESTYLE,5.0,5,3.2M,100+,Free,0,Everyone,Lifestyle
SPORTS,3.9,5510,32M,"1,000,000+",Free,0,Everyone,Sports
DATING,3.9,8722,13M,"500,000+",Free,0,Mature 17+,Dating
MEDICAL,3.4,18,45M,"1,000+",Free,0,Everyone,Medical
BOOKS_AND_REFERENCE,4.6,218451,4.7M,"10,000,000+",Free,0,Everyone,Books & Reference
PERSONALIZATION,,0,4.9M,10+,Free,0,Mature 17+,Personalization
FAMILY,4.5,625,26M,"100,000+",Free,0,Everyone,Education
SOCIAL,4.1,56,10M,"5,000+",Free,0,Everyone,Social
FAMILY,4.5,58795,77M,"10,000,000+",Free,0,Everyone,Racing;Action & Adventure
BUSINESS,4.7,114,8.6M,"5,000+",Free,0,Everyone,Business
TOOLS,4.6,3090680,Varies with device,"100,000,000+",Free,0,Everyone,Tools
SPORTS,4.3,242096,87M,"10,000,000+",Free,0,Everyone,Sports
FAMILY,3.8,19,12M,"1,000+",Free,0,Everyone,Entertainment
GAME,4.5,937,35M,"10,000+",Free,0,Everyone,Trivia
BOOKS_AND_REFERENCE,3.5,11,15M,"1,000+",Free,0,Everyone,Books & Reference
FOOD_AND_DRINK,4.0,1077,17M,"100,000+",Free,0,Everyone,Food & Drink
LIFESTYLE,1.7,686,6.6M,"10,000+",Free,0,Everyone,Lifestyle
SPORTS,4.1,6231,8.9M,"100,000+",Free,0,Everyone,Sports
LIFESTYLE,4.1,18968,32M,"5,000,000+",Free,0,Teen,Lifestyle
EDUCATION,4.2,8599,17M,"1,000,000+",Free,0,Everyone,Education
MEDICAL,4.0,1545,74M,"100,000+",Free,0,Everyone,Medical
MEDICAL,4.3,10,46M,100+,Free,0,Everyone,Medical
PRODUCTIVITY,4.7,1730,16M,"100,000+",Free,0,Everyone,Productivity
GAME,3.9,20,4.8M,"10,000+",Free,0,Everyone,Card
MEDICAL,4.7,23160,26M,"1,000,000+",Free,0,Everyone,Medical
SOCIAL,4.2,1259894,76M,"50,000,000+",Free,0,Mature 17+,Social
GAME,3.9,142693,21M,"5,000,000+",Free,0,Teen,Action
VIDEO_PLAYERS,3.7,321,1.3M,"50,000+",Free,0,Everyone,Video Players & Editors
TRAVEL_AND_LOCAL,2.6,122,11M,"10,000+",Free,0,Everyone,Travel & Local
GAME,4.2,1092106,43M,"50,000,000+",Free,0,Everyone,Word
GAME,4.2,2055,96M,"100,000+",Free,0,Teen,Strategy
PERSONALIZATION,,1,13M,100+,Free,0,Teen,Personalization
FAMILY,4.5,153,Varies with device,"10,000+",Free,0,Everyone,Simulation
TOOLS,4.1,28250,Varies with device,"10,000,000+",Free,0,Everyone,Tools
GAME,4.1,63680,46M,"1,000,000+",Free,0,Everyone 10+,Adventure
FINANCE,,0,31M,500+,Free,0,Everyone,Finance
FINANCE,4.0,67,2.4M,"10,000+",Paid,$2.99,Everyone,Finance
MEDICAL,4.0,531,2.3M,"100,000+",Free,0,Everyone,Medical
FAMILY,3.7,29838,Varies with device,"5,000,000+",Free,0,Mature 17+,Entertainment
TOOLS,4.0,885,8.0M,"100,000+",Free,0,Everyone,Tools
PHOTOGRAPHY,4.3,14453,21M,"1,000,000+",Free,0,Everyone,Photography
FOOD_AND_DRINK,3.6,22875,22M,"1,000,000+",Free,0,Everyone,Food & Drink
GAME,4.5,13118,47M,"500,000+",Free,0,Teen,Adventure
COMMUNICATION,3.7,98,9.7M,"10,000+",Free,0,Everyone,Communication
FAMILY,4.7,6297590,Varies with device,"100,000,000+",Free,0,Everyone,Education;Education
TOOLS,,17,67k,"1,000+",Free,0,Everyone,Tools
FAMILY,5.0,4,8.3M,100+,Free,0,Everyone,Education
GAME,4.2,2180,55M,"100,000+",Free,0,Everyone 10+,Action
MEDICAL,4.3,17,6.0M,"10,000+",Free,0,Everyone,Medical
EDUCATION,4.7,2544,18M,"100,000+",Free,0,Everyone,Education
BUSINESS,,3,2.6M,100+,Free,0,Everyone,Business
SHOPPING,4.5,6212081,15M,"100,000,000+",Free,0,Everyone,Shopping
TRAVEL_AND_LOCAL,,11,3.4M,"5,000+",Free,0,Everyone,Travel & Local
MEDICAL,,0,66M,10+,Paid,$5.99,Everyone,Medical
GAME,4.6,3883589,57M,"100,000,000+",Free,0,Everyone,Casual
PERSONALIZATION,4.6,40704,Varies with device,"100,000+",Paid,$4.49,Everyone,Personalization
FAMILY,4.1,51895,22M,"10,000,000+",Free,0,Everyone,Educational;Brain Games
GAME,4.3,2468915,92M,"50,000,000+",Free,0,Teen,Action
PRODUCTIVITY,,1,2.0M,100+,Free,0,Everyone,Productivity
GAME,4.4,1063,18M,"50,000+",Free,0,Teen,Adventure
FAMILY,4.5,1455952,Varies with device,"10,000,000+",Free,0,Everyone,Sports;Action & Adventure
FAMILY,4.2,1013,58M,"50,000+",Paid,$2.99,Everyone,Education;Creativity
MEDICAL,4.5,2951,16M,"50,000+",Free,0,Everyone,Medical
TOOLS,4.1,41,986k,"10,000+",Free,0,Everyone,Tools
FAMILY,4.4,344383,30M,"10,000,000+",Free,0,Everyone,Casual
MEDICAL,4.6,66,2.6M,"5,000+",Paid,$0.99,Everyone,Medical
FAMILY,4.6,5546,85M,"100,000+",Free,0,Everyone,Simulation
TOOLS,,20,7.9M,"1,000+",Free,0,Everyone,Tools
FAMILY,4.5,354454,71M,"10,000,000+",Free,0,Everyone,Racing;Action & Adventure
FAMILY,4.4,31,4.3M,"1,000+",Free,0,Everyone,Entertainment
BOOKS_AND_REFERENCE,4.7,1201,2.9M,"100,000+",Free,0,Everyone,Books & Reference
MEDICAL,,3,24M,500+,Paid,$1.00,Everyone,Medical
FAMILY,4.4,175509,Varies with device,"10,000,000+",Free,0,Everyone,Entertainment
COMMUNICATION,3.5,400,4.2M,"100,000+",Free,0,Everyone,Communication
BUSINESS,,0,11M,10+,Free,0,Everyone,Business
SOCIAL,4.4,5637451,59M,"100,000,000+",Free,0,Teen,Social
TOOLS,,0,2.4M,100+,Free,0,Everyone,Tools
FAMILY,4.4,1657,4.9M,"100,000+",Free,0,Everyone,Education;Education
GAME,4.3,104389,12M,"5,000,000+",Free,0,Everyone,Adventure
MEDICAL,4.4,578,704k,"10,000+",Paid,$0.99,Everyone,Medical
SPORTS,4.6,101455,6.2M,"5,000,000+",Free,0,Everyone,Sports
FINANCE,,10,19M,50+,Free,0,Everyone,Finance
VIDEO_PLAYERS,3.6,12764,25M,"1,000,000+",Free,0,Teen,Video Players & Editors
TOOLS,,0,13M,50+,Free,0,Everyone,Tools
LIFESTYLE,4.0,45224,49M,"5,000,000+",Free,0,Everyone,Lifestyle
SPORTS,3.9,255,19M,"100,000+",Free,0,Everyone,Sports
PHOTOGRAPHY,4.1,21578,1.6M,"1,000,000+",Free,0,Everyone,Photography
LIFESTYLE,4.5,13,28M,"1,000+",Free,0,Everyone,Lifestyle
VIDEO_PLAYERS,4.1,45744,Varies with device,"10,000,000+",Free,0,Everyone,Video Players & Editors
FAMILY,4.5,1564,35M,"50,000+",Free,0,Everyone,Educational;Education
LIBRARIES_AND_DEMO,4.6,237,8.5k,"50,000+",Free,0,Everyone,Libraries & Demo
PHOTOGRAPHY,4.6,847159,4.2M,"10,000,000+",Free,0,Everyone,Photography
NEWS_AND_MAGAZINES,4.5,26411,26M,"1,000,000+",Free,0,Everyone,News & Magazines
GAME,4.3,30002,29M,"1,000,000+",Free,0,Teen,Casino
PRODUCTIVITY,3.5,16,21M,"1,000+",Free,0,Everyone,Productivity
SOCIAL,3.4,44,2.8M,"10,000+",Free,0,Mature 17+,Social
LIFESTYLE,,86,601k,"1,000+",Free,0,Everyone,Lifestyle
FAMILY,4.2,593,4.9M,"100,000+",Free,0,Everyone,Education
BEAUTY,4.1,187,30M,"50,000+",Free,0,Teen,Beauty
MEDICAL,4.3,267,2.3M,"50,000+",Free,0,Everyone,Medical
BUSINESS,4.1,217730,Varies with device,"50,000,000+",Free,0,Everyone,Business
FAMILY,4.3,1329008,97M,"50,000,000+",Free,0,Everyone,Racing;Action & Adventure
MEDICAL,4.8,216,Varies with device,"10,000+",Paid,$6.99,Everyone,Medical
FAMILY,4.4,42069,Varies with device,"1,000,000+",Free,0,Teen,Entertainment
COMICS,4.0,78,2.8M,"5,000+",Free,0,Everyone,Comics
GAME,4.5,8193,41M,"500,000+",Free,0,Everyone,Arcade
EVENTS,4.1,399,24M,"100,000+",Free,0,Everyone,Events
EDUCATION,4.3,206,18M,"50,000+",Free,0,Everyone,Education
FAMILY,4.4,7,7.5M,500+,Free,0,Everyone,Casual
MAPS_AND_NAVIGATION,4.2,618562,Varies with device,"50,000,000+",Free,0,Everyone,Maps & Navigation
PHOTOGRAPHY,4.2,329160,27M,"10,000,000+",Free,0,Everyone,Photography
FAMILY,,1,16M,5+,Paid,$1.99,Everyone,Educational
PHOTOGRAPHY,3.9,129272,11M,"10,000,000+",Free,0,Everyone,Photography
FINANCE,3.6,117,25M,"10,000+",Free,0,Everyone,Finance
GAME,3.6,12846,14M,"1,000,000+",Free,0,Teen,Casino
GAME,4.2,358,15M,"10,000+",Free,0,Everyone,Card
PRODUCTIVITY,,0,54M,1+,Free,0,Everyone,Productivity
HEALTH_AND_FITNESS,4.5,126017,4.3M,"5,000,000+",Free,0,Everyone,Health & Fitness
ART_AND_DESIGN,4.1,227,5.2M,"50,000+",Free,0,Everyone,Art & Design
TOOLS,,0,17M,5+,Free,0,Everyone,Tools
PRODUCTIVITY,4.5,870928,16M,"50,000,000+",Free,0,Everyone,Productivity
FINANCE,3.7,2594,Varies with device,"500,000+",Free,0,Everyone,Finance
NEWS_AND_MAGAZINES,4.3,23641,23M,"1,000,000+",Free,0,Everyone 10+,News & Magazines
FAMILY,4.9,15,23M,100+,Free,0,Everyone,Casual
MEDICAL,4.6,717,5.4M,"5,000+",Paid,$5.99,Everyone,Medical
DATING,,0,13M,10+,Free,0,Mature 17+,Dating
SPORTS,4.5,152780,Varies with device,"10,000,000+",Free,0,Everyone,Sports
COMMUNICATION,3.9,167229,9.7M,"10,000,000+",Free,0,Everyone,Communication
BUSINESS,,3,5.4M,100+,Free,0,Everyone,Business
TOOLS,4.2,271908,8.1M,"10,000,000+",Free,0,Everyone,Tools
AUTO_AND_VEHICLES,4.3,38846,8.6M,"1,000,000+",Free,0,Everyone,Auto & Vehicles
GAME,4.5,14201604,52M,"100,000,000+",Free,0,Everyone,Sports
FAMILY,3.8,39,2.9M,"1,000+",Free,0,Everyone,Education
FAMILY,4.5,469851,Varies with device,"50,000,000+",Free,0,Everyone,Entertainment;Music & Video
FAMILY,4.4,379245,68M,"10,000,000+",Free,0,Everyone,Casual;Action & Adventure
PRODUCTIVITY,4.3,3252896,50M,"100,000,000+",Free,0,Everyone,Productivity
FINANCE,4.3,20672,Varies with device,"1,000,000+",Free,0,Everyone,Finance
HEALTH_AND_FITNESS,4.5,27439,19M,"1,000,000+",Free,0,Everyone,Health & Fitness
TOOLS,3.9,146,784k,"10,000+",Free,0,Everyone,Tools
LIFESTYLE,4.1,23453,10M,"1,000,000+",Free,0,Everyone,Lifestyle
TOOLS,4.6,79,3.0M,"1,000+",Free,0,Everyone,Tools
FAMILY,4.2,23,33M,"1,000+",Free,0,Teen,Casual
NEWS_AND_MAGAZINES,4.2,23292,14M,"1,000,000+",Free,0,Everyone 10+,News & Magazines
WEATHER,,7,28M,"1,000+",Free,0,Everyone,Weather
FAMILY,3.5,13,42M,100+,Paid,$0.99,Everyone,Simulation
VIDEO_PLAYERS,3.5,81,22M,"10,000+",Free,0,Everyone,Video Players & Editors
TOOLS,4.2,2925,16M,"100,000+",Free,0,Everyone,Tools
FAMILY,4.4,5262,26M,"100,000+",Free,0,Everyone,Casual
LIBRARIES_AND_DEMO,3.8,7750,292k,"1,000,000+",Free,0,Everyone,Libraries & Demo
FAMILY,4.3,12919,94M,"1,000,000+",Free,0,Everyone,Educational;Education
TRAVEL_AND_LOCAL,,0,3.6M,100+,Free,0,Everyone,Travel & Local
PERSONALIZATION,5.0,4,12M,100+,Paid,$0.99,Everyone,Personalization
FINANCE,3.8,109,2.8M,"10,000+",Free,0,Everyone,Finance
TOOLS,3.7,1041,28M,"100,000+",Free,0,Everyone,Tools
DATING,3.5,2,17M,100+,Paid,$7.99,Mature 17+,Dating
FINANCE,3.8,922,2.1M,"100,000+",Free,0,Everyone,Finance
WEATHER,,15,10M,"1,000+",Free,0,Everyone,Weather
PERSONALIZATION,4.4,142393,12M,"10,000,000+",Free,0,Everyone,Personalization
PRODUCTIVITY,4.6,1880,18M,"50,000+",Paid,$1.49,Everyone,Productivity
PHOTOGRAPHY,3.7,42,11M,"5,000+",Free,0,Everyone,Photography
EDUCATION,3.8,2469,11M,"500,000+",Free,0,Everyone,Education
ENTERTAINMENT,4.1,29690,78M,"1,000,000+",Free,0,Teen,Entertainment
FAMILY,4.1,665,5.3M,"50,000+",Free,0,Everyone,Education
FINANCE,4.3,180,3.8M,"5,000+",Paid,$399.99,Everyone,Finance
TOOLS,4.6,33509,3.6M,"1,000,000+",Free,0,Everyone,Tools
FAMILY,4.2,14432,35M,"500,000+",Free,0,Everyone,Casual
GAME,4.6,506593,Varies with device,"10,000,000+",Free,0,Everyone,Arcade
BUSINESS,,4,2.0M,"1,000+",Free,0,Everyone,Business
FAMILY,4.1,120,32M,"10,000+",Free,0,Everyone,Casual
NEWS_AND_MAGAZINES,3.7,533,3.8M,"50,000+",Free,0,Everyone,News & Magazines
SHOPPING,4.5,79261,57M,"5,000,000+",Free,0,Everyone,Shopping
EDUCATION,4.3,22251,1.8M,"1,000,000+",Free,0,Everyone,Education
GAME,3.5,196,35M,"10,000+",Free,0,Everyone,Adventure
TOOLS,3.4,3491,7.3M,"1,000,000+",Free,0,Everyone,Tools
FAMILY,4.3,1130,48M,"50,000+",Free,0,Teen,Simulation
FAMILY,3.4,16,1.2M,500+,Free,0,Everyone,Entertainment
PHOTOGRAPHY,4.0,34753,22M,"1,000,000+",Free,0,Everyone,Photography
BUSINESS,4.2,46505,19M,"1,000,000+",Free,0,Everyone,Business
FAMILY,3.9,751,17M,"100,000+",Free,0,Everyone,Entertainment
HEALTH_AND_FITNESS,4.2,100406,Varies with device,"10,000,000+",Free,0,Everyone,Health & Fitness
BUSINESS,2.4,16,5.2M,500+,Free,0,Everyone,Business
PERSONALIZATION,,37,1.7M,"1,000+",Free,0,Everyone,Personalization
SHOPPING,4.4,2788923,Varies with device,"100,000,000+",Free,0,Teen,Shopping
DATING,4.3,37053,44M,"1,000,000+",Free,0,Mature 17+,Dating
TRAVEL_AND_LOCAL,4.7,1830388,Varies with device,"100,000,000+",Free,0,Everyone,Travel & Local
FAMILY,3.9,249,21M,"10,000+",Free,0,Everyone,Casual;Brain Games
SOCIAL,4.5,637254,Varies with device,"10,000,000+",Free,0,Teen,Social
FAMILY,4.2,35172,34M,"1,000,000+",Free,0,Teen,Strategy
TOOLS,4.2,2447,2.5M,"100,000+",Free,0,Everyone,Tools
LIFESTYLE,3.8,2300,Varies with device,"10,000,000+",Free,0,Everyone,Lifestyle
FINANCE,,3,11M,500+,Free,0,Everyone,Finance
TOOLS,3.3,6,1.5M,100+,Paid,$5.99,Everyone,Tools
LIFESTYLE,4.7,12,6.0M,500+,Free,0,Everyone,Lifestyle
GAME,3.8,8,4.2M,"1,000+",Free,0,Teen,Card
FAMILY,5.0,4,2.3M,500+,Free,0,Everyone,Entertainment
TOOLS,4.3,53,3.0M,"5,000+",Free,0,Everyone,Tools
FAMILY,4.1,80,13M,"1,000+",Free,0,Everyone,Education
GAME,4.7,254258,23M,"10,000,000+",Free,0,Everyone,Card
GAME,4.2,951,64M,"100,000+",Free,0,Teen,Action
DATING,,0,8.0M,100+,Free,0,Everyone,Dating
MEDICAL,,1,46M,50+,Free,0,Everyone,Medical
COMMUNICATION,4.2,33053,22M,"5,000,000+",Free,0,Everyone,Communication
GAME,4.5,14892469,Varies with device,"500,000,000+",Free,0,Everyone,Casual
PHOTOGRAPHY,4.3,527248,Varies with device,"50,000,000+",Free,0,Everyone,Photography
COMMUNICATION,3.9,13698,5.1M,"10,000,000+",Free,0,Everyone,Communication
FAMILY,3.9,859,5.3M,"100,000+",Free,0,Teen,Entertainment
FOOD_AND_DRINK,4.4,90042,Varies with device,"10,000,000+",Free,0,Everyone,Food & Drink
FINANCE,4.4,124324,Varies with device,"10,000,000+",Free,0,Everyone,Finance
TOOLS,4.1,783,4.2M,"100,000+",Free,0,Everyone,Tools
HOUSE_AND_HOME,3.4,3280,77M,"1,000,000+",Free,0,Everyone,House & Home
SPORTS,4.2,28,7.3M,"1,000+",Free,0,Everyone,Sports
GAME,4.5,148895,46M,"10,000,000+",Free,0,Everyone,Casual
MAPS_AND_NAVIGATION,4.3,29768,Varies with device,"5,000,000+",Free,0,Everyone,Maps & Navigation
GAME,4.5,592504,Varies with device,"50,000,000+",Free,0,Everyone,Music
FAMILY,,8,7.2M,100+,Free,0,Everyone,Entertainment
WEATHER,4.3,18194,3.2M,"1,000,000+",Free,0,Everyone,Weather
PHOTOGRAPHY,3.7,3396,266k,"500,000+",Free,0,Everyone,Photography
TOOLS,4.6,222,10M,"10,000+",Free,0,Everyone,Tools
SOCIAL,3.6,9,21M,"1,000+",Free,0,Teen,Social
BOOKS_AND_REFERENCE,4.8,123,6.5M,"1,000+",Free,0,Everyone,Books & Reference
FAMILY,4.6,1553,9.2M,"100,000+",Free,0,Everyone,Education
FINANCE,4.1,31218,Varies with device,"1,000,000+",Free,0,Everyone,Finance
VIDEO_PLAYERS,3.5,3484,41M,"500,000+",Free,0,Everyone,Video Players & Editors
ENTERTAINMENT,3.1,5241,Varies with device,"5,000,000+",Free,0,Everyone,Entertainment
TOOLS,4.7,85079,2.8M,"1,000,000+",Free,0,Everyone,Tools
DATING,2.5,277,5.7M,"100,000+",Free,0,Mature 17+,Dating
BUSINESS,,0,9.0M,10+,Free,0,Everyone,Business
SPORTS,4.0,121003,Varies with device,"10,000,000+",Free,0,Everyone,Sports
FAMILY,,0,6.5M,10+,Free,0,Everyone,Entertainment
SHOPPING,,0,1.3M,10+,Free,0,Everyone,Shopping
FAMILY,4.3,10483141,24M,"500,000,000+",Free,0,Everyone,Casual
PRODUCTIVITY,3.9,7801,201k,"1,000,000+",Free,0,Everyone,Productivity
HEALTH_AND_FITNESS,3.5,217,9.4M,"50,000+",Free,0,Teen,Health & Fitness
FAMILY,3.2,24,4.8M,"5,000+",Free,0,Everyone,Entertainment
FAMILY,4.6,513,1.6M,"10,000+",Free,0,Everyone,Education
FAMILY,3.2,513,34M,"100,000+",Free,0,Everyone,Simulation
DATING,4.2,22545,5.9M,"1,000,000+",Free,0,Mature 17+,Dating
PRODUCTIVITY,4.1,6850,11M,"100,000+",Free,0,Everyone,Productivity
SHOPPING,3.9,3023,Varies with device,"500,000+",Free,0,Everyone,Shopping
PERSONALIZATION,4.7,9,12M,100+,Free,0,Teen,Personalization
FOOD_AND_DRINK,3.6,145323,42M,"10,000,000+",Free,0,Everyone,Food & Drink
MEDICAL,4.7,26862,30M,"500,000+",Free,0,Everyone,Medical
SHOPPING,3.2,661,7.6M,"100,000+",Free,0,Everyone,Shopping
FINANCE,4.3,70,3.9M,"10,000+",Free,0,Everyone,Finance
BUSINESS,,94,8.7M,"5,000+",Free,0,Everyone,Business
PERSONALIZATION,4.5,61,7.5M,"10,000+",Free,0,Everyone,Personalization
TOOLS,4.2,7063,17M,"1,000,000+",Free,0,Everyone,Tools
HEALTH_AND_FITNESS,4.3,979,Varies with device,"50,000+",Free,0,Everyone,Health & Fitness
AUTO_AND_VEHICLES,,2,17M,50+,Paid,$9.99,Everyone,Auto & Vehicles
SPORTS,4.3,31908,Varies with device,"1,000,000+",Free,0,Everyone,Sports
FAMILY,4.2,1357,58M,"50,000+",Paid,$2.99,Everyone,Educational;Pretend Play
COMMUNICATION,4.1,29,13M,"10,000+",Free,0,Everyone,Communication
MEDICAL,4.4,112,13M,"1,000+",Free,0,Everyone,Medical
BOOKS_AND_REFERENCE,4.6,4478,9.5M,"100,000+",Free,0,Everyone 10+,Books & Reference
HOUSE_AND_HOME,4.0,4450,7.6M,"1,000,000+",Free,0,Everyone,House & Home
EDUCATION,4.3,11904,1.8M,"1,000,000+",Free,0,Everyone,Education
SOCIAL,4.6,16801,Varies with device,"1,000,000+",Free,0,Everyone,Social
COMMUNICATION,4.5,457283,Varies with device,"10,000,000+",Free,0,Everyone,Communication
GAME,4.6,3073251,33M,"50,000,000+",Free,0,Everyone 10+,Action
WEATHER,4.4,40606,15M,"10,000,000+",Free,0,Everyone,Weather
FAMILY,4.8,269194,6.9M,"10,000,000+",Free,0,Everyone,Entertainment;Brain Games
LIFESTYLE,4.1,367505,Varies with device,"10,000,000+",Free,0,Everyone,Lifestyle
BOOKS_AND_REFERENCE,4.6,603,7.4M,"10,000+",Free,0,Everyone,Books & Reference
EDUCATION,4.5,756,12M,"100,000+",Free,0,Everyone,Education
TOOLS,4.5,142,26k,"5,000+",Paid,$1.00,Everyone,Tools
GAME,4.2,147791,38M,"5,000,000+",Free,0,Teen,Action
PRODUCTIVITY,4.3,195,Varies with device,"10,000+",Free,0,Everyone,Productivity
TOOLS,,9,3.6M,500+,Free,0,Everyone,Tools
SPORTS,4.5,838738,Varies with device,"50,000,000+",Free,0,Everyone,Sports
PARENTING,4.3,11760,Varies with device,"1,000,000+",Free,0,Everyone,Parenting
FAMILY,4.4,708,33M,"50,000+",Free,0,Everyone,Education
DATING,4.8,5323,3.5M,"50,000+",Free,0,Mature 17+,Dating
FINANCE,3.8,103,6.9M,"5,000+",Free,0,Everyone,Finance
TOOLS,4.4,11393,8.7M,"1,000,000+",Free,0,Everyone,Tools
HEALTH_AND_FITNESS,,0,7.1M,10+,Free,0,Everyone,Health & Fitness
GAME,4.0,51067,48M,"5,000,000+",Free,0,Teen,Action
LIFESTYLE,3.8,19221,13M,"5,000,000+",Free,0,Everyone,Lifestyle
FAMILY,4.2,120035,45M,"5,000,000+",Free,0,Everyone,Entertainment;Action & Adventure
PHOTOGRAPHY,,0,2.3M,100+,Free,0,Everyone,Photography
FINANCE,4.7,65,12M,"5,000+",Free,0,Everyone,Finance
MEDICAL,4.7,73,6.3M,"10,000+",Free,0,Everyone,Medical
GAME,3.4,9051,23M,"1,000,000+",Free,0,Everyone,Arcade
FAMILY,4.3,259,49M,"10,000+",Free,0,Everyone,Education
AUTO_AND_VEHICLES,4.6,4140,Varies with device,"50,000+",Paid,$1.99,Everyone,Auto & Vehicles
DATING,3.6,143,27M,"10,000+",Free,0,Mature 17+,Dating
LIFESTYLE,4.6,518,4.2M,"50,000+",Free,0,Everyone,Lifestyle
PHOTOGRAPHY,4.5,512996,23M,"10,000,000+",Free,0,Everyone,Photography
COMMUNICATION,4.0,3419249,Varies with device,"1,000,000,000+",Free,0,Everyone,Communication
EDUCATION,4.6,32381,10M,"1,000,000+",Free,0,Everyone 10+,Education
